Potion Number,Ranking,Artist,Artist Rarity,Element,Element Rarity,Finish,Finish Rarity,Color,Color Rarity,Shape,Shape Rarity,Taste,Taste Rarity,Matter,Matter Rarity,Potency,Potency Rarity,Temperature,Temperature Rarity,Superpower,Superpower Rarity
490,140,,,Veneer,0.33%,Poplar,0.33%,Orange,3.67%,Beacon,10.00%,Sour,21.00%,Liquid,50.00%,Mild,40.00%,Chilled,2.00%,Pride,15.00%
1259,141,,,Leather,2.00%,Full Grain,0.33%,Maroons,0.33%,Drillbit,10.00%,Sweet,30.00%,Liquid,50.00%,Moderate,50.00%,Ambient,41.00%,Honesty,3.00%
1563,142,,,Ice,0.33%,Frozen Lake,0.33%,Blue,1.33%,Hourglass,10.00%,Salty,30.00%,Liquid,50.00%,Moderate,50.00%,Ambient,41.00%,Pride,15.00%
1821,143,,,Plaster,5.67%,Worn,0.33%,Sand,0.33%,Beacon,10.00%,Sweet,30.00%,Plasma,8.00%,Mild,40.00%,Toasty,22.00%,Loyalty,2.00%
1338,144,,,Culinary,2.00%,Pumpkin Seeds,0.33%,Vibrant Yellow,0.33%,Blimp,10.00%,Sour,21.00%,Liquid,50.00%,Severe,9.00%,Ambient,41.00%,Wisdom,5.00%
2441,145,,,Marble,10.33%,Ziarat White,0.33%,Snow,0.33%,Edamame,10.00%,Sour,21.00%,Solid,30.00%,Mild,40.00%,Boling,5.00%,Compassion,2.00%
964,146,,,Fabric,5.00%,Plaid,0.33%,Smoke,0.33%,Spool,10.00%,Sweet,30.00%,Liquid,50.00%,Severe,9.00%,Steamy,30.00%,Loyalty,2.00%
2050,147,,,Paper,3.00%,Folded,0.33%,Tennis Ball,0.33%,Hourglass,10.00%,Bitter,18.00%,Condensate,10.00%,Mild,40.00%,Steamy,30.00%,Honesty,3.00%
2322,148,,,Marble,10.33%,Octagon Mosaic,0.33%,Scotch Mist,0.33%,Beacon,10.00%,Salty,30.00%,Liquid,50.00%,Mild,40.00%,Chilled,2.00%,Wisdom,5.00%
230,149,,,Culinary,2.00%,Pumpkin Seeds,0.33%,Vibrant Yellow,0.33%,Classic,10.00%,Sour,21.00%,Solid,30.00%,Moderate,50.00%,Boling,5.00%,Pride,15.00%
533,150,,,Fabric,5.00%,Knit,0.33%,Cobalt Blue,0.33%,Hourglass,10.00%,Bitter,18.00%,Liquid,50.00%,Mild,40.00%,Chilled,2.00%,Pride,15.00%
2400,151,,,Fabric,5.00%,Knit,0.33%,Cobalt Blue,0.33%,Beacon,10.00%,Salty,30.00%,Gas,2.00%,Mild,40.00%,Ambient,41.00%,Elegance,12.00%
2438,152,,,Leather,2.00%,Full Grain,0.33%,Maroons,0.33%,Wormhole,10.00%,Salty,30.00%,Liquid,50.00%,Mild,40.00%,Boling,5.00%,Elegance,12.00%
295,153,,,Paint,4.33%,Abstract,0.33%,Deep Green,0.33%,Hourglass,10.00%,Salty,30.00%,Solid,30.00%,Mild,40.00%,Boling,5.00%,Sympathy,3.00%
2384,154,,,Metal,7.33%,Hot Blued Steel,0.33%,Lapis,0.33%,Original,10.00%,Salty,30.00%,Solid,30.00%,Severe,9.00%,Boling,5.00%,Honesty,3.00%
1522,155,,,Fabric,5.00%,Plaid,0.33%,Smoke,0.33%,Drillbit,10.00%,Bitter,18.00%,Solid,30.00%,Mild,40.00%,Steamy,30.00%,Compassion,2.00%
1985,156,,,Flora,4.67%,Rocky,0.33%,Green & Brown,0.33%,Classic,10.00%,Sweet,30.00%,Solid,30.00%,Mild,40.00%,Steamy,30.00%,Loyalty,2.00%
1443,157,,,Stone,2.00%,Stacked,0.33%,Beiges,0.33%,Beacon,10.00%,Salty,30.00%,Condensate,10.00%,Severe,9.00%,Ambient,41.00%,Pride,15.00%
1039,158,,,Stone,2.00%,Stacked,0.33%,Beiges,0.33%,Hourglass,10.00%,Bitter,18.00%,Solid,30.00%,Moderate,50.00%,Ambient,41.00%,Courtesy,5.00%
853,159,,,Flora,4.67%,Rocky,0.33%,Green & Brown,0.33%,Wormhole,10.00%,Salty,30.00%,Liquid,50.00%,Moderate,50.00%,Toasty,22.00%,Compassion,2.00%
2739,160,,,Culinary,2.00%,Noodles,0.33%,Buffs,0.33%,Drillbit,10.00%,Salty,30.00%,Solid,30.00%,Moderate,50.00%,Toasty,22.00%,Patience,5.00%
2546,161,,,Ceramic,7.67%,Glazed,0.33%,Orange & White,0.33%,Blimp,10.00%,Sour,21.00%,Gas,2.00%,Mild,40.00%,Toasty,22.00%,Elegance,12.00%
1476,162,,,Concrete,9.00%,Metal Edge,0.33%,Natural,0.33%,Hourglass,10.00%,Sweet,30.00%,Plasma,8.00%,Mild,40.00%,Steamy,30.00%,Compassion,2.00%
2148,163,,,Culinary,2.00%,Noodles,0.33%,Buffs,0.33%,Carrot,10.00%,Bitter,18.00%,Liquid,50.00%,Mild,40.00%,Ambient,41.00%,Love,5.00%
2006,164,,,Concrete,9.00%,Metal Edge,0.33%,Natural,0.33%,Wormhole,10.00%,Sour,21.00%,Condensate,10.00%,Moderate,50.00%,Toasty,22.00%,Compassion,2.00%
223,165,,,Leather,2.00%,Full Grain,0.33%,Maroons,0.33%,Original,10.00%,Sweet,30.00%,Liquid,50.00%,Mild,40.00%,Steamy,30.00%,Patience,5.00%
1890,166,,,Leather,2.00%,Full Grain,0.33%,Maroons,0.33%,Classic,10.00%,Sweet,30.00%,Liquid,50.00%,Moderate,50.00%,Steamy,30.00%,Artistry,5.00%
1309,167,,,Mystic,0.33%,Forest,0.33%,Molasses,2.00%,Beacon,10.00%,Sweet,30.00%,Liquid,50.00%,Moderate,50.00%,Steamy,30.00%,Wisdom,5.00%
690,168,,,Cork,2.67%,Natural,0.33%,Rich Tan,0.33%,Classic,10.00%,Sour,21.00%,Plasma,8.00%,Mild,40.00%,Steamy,30.00%,Wisdom,5.00%
2766,169,,,Culinary,2.00%,Noodles,0.33%,Buffs,0.33%,Classic,10.00%,Salty,30.00%,Liquid,50.00%,Mild,40.00%,Ambient,41.00%,Wisdom,5.00%
1163,170,,,Culinary,2.00%,Pumpkin Seeds,0.33%,Vibrant Yellow,0.33%,Original,10.00%,Sour,21.00%,Solid,30.00%,Moderate,50.00%,Steamy,30.00%,Charm,6.00%
1586,171,,,Mystic,0.33%,Forest,0.33%,Molasses,2.00%,Original,10.00%,Sweet,30.00%,Liquid,50.00%,Moderate,50.00%,Ambient,41.00%,Artistry,5.00%
777,172,,,Culinary,2.00%,Pumpkin Seeds,0.33%,Vibrant Yellow,0.33%,Hourglass,10.00%,Salty,30.00%,Liquid,50.00%,Moderate,50.00%,Ambient,41.00%,Patience,5.00%
1953,173,,,Mystic,0.33%,Forest,0.33%,Molasses,2.00%,Classic,10.00%,Sour,21.00%,Plasma,8.00%,Moderate,50.00%,Steamy,30.00%,Pride,15.00%
2695,174,,,Leather,2.00%,Full Grain,0.33%,Maroons,0.33%,Edamame,10.00%,Bitter,18.00%,Liquid,50.00%,Severe,9.00%,Steamy,30.00%,Pride,15.00%
1281,175,,,Culinary,2.00%,Pumpkin Seeds,0.33%,Vibrant Yellow,0.33%,Edamame,10.00%,Salty,30.00%,Liquid,50.00%,Severe,9.00%,Ambient,41.00%,Elegance,12.00%
1622,176,,,Ceramic,7.67%,Glazed,0.33%,Orange & White,0.33%,Drillbit,10.00%,Sweet,30.00%,Plasma,8.00%,Severe,9.00%,Steamy,30.00%,Fairness,3.00%
547,177,,,Marble,10.33%,Verde Guatemala,0.33%,Emerald Green,0.33%,Beacon,10.00%,Sour,21.00%,Gas,2.00%,Moderate,50.00%,Steamy,30.00%,Kindness,15.00%
2456,178,,,Metal,7.33%,Hot Blued Steel,0.33%,Lapis,0.33%,Carrot,10.00%,Salty,30.00%,Solid,30.00%,Mild,40.00%,Boling,5.00%,Empathy,3.00%
564,179,,,Snow,3.33%,Melted,0.33%,Stone,0.33%,Original,10.00%,Sweet,30.00%,Liquid,50.00%,Mild,40.00%,Toasty,22.00%,Sympathy,3.00%
1304,180,,,Concrete,9.00%,Vintage Tiles,0.33%,Bordeaux,0.33%,Beacon,10.00%,Bitter,18.00%,Solid,30.00%,Moderate,50.00%,Steamy,30.00%,Compassion,2.00%
442,181,,,Wood,7.67%,Mahogany,0.33%,Caramels,0.33%,Wormhole,10.00%,Sweet,30.00%,Solid,30.00%,Moderate,50.00%,Steamy,30.00%,Humanity,2.00%
2055,182,,,Ceramic,7.67%,Artistic,0.33%,Blood Orange & Mustard,0.33%,Classic,10.00%,Bitter,18.00%,Liquid,50.00%,Moderate,50.00%,Ambient,41.00%,Compassion,2.00%
1575,183,,,Snow,3.33%,Melted,0.33%,Stone,0.33%,Hourglass,10.00%,Sour,21.00%,Liquid,50.00%,Mild,40.00%,Ambient,41.00%,Sympathy,3.00%
359,184,,,Wood,7.67%,Mahogany,0.33%,Caramels,0.33%,Beacon,10.00%,Sweet,30.00%,Liquid,50.00%,Moderate,50.00%,Toasty,22.00%,Compassion,2.00%
1108,185,,,Paper,3.00%,Folded,0.33%,Tennis Ball,0.33%,Edamame,10.00%,Salty,30.00%,Plasma,8.00%,Moderate,50.00%,Steamy,30.00%,Wisdom,5.00%
2922,186,,,Fabric,5.00%,Knit,0.33%,Cobalt Blue,0.33%,Wormhole,10.00%,Salty,30.00%,Plasma,8.00%,Mild,40.00%,Ambient,41.00%,Empathy,3.00%
551,187,,,Veneer,0.33%,Poplar,0.33%,Orange,3.67%,Hourglass,10.00%,Sweet,30.00%,Solid,30.00%,Moderate,50.00%,Toasty,22.00%,Empathy,3.00%
1885,188,,,Paper,3.00%,Folded,0.33%,Tennis Ball,0.33%,Spool,10.00%,Sour,21.00%,Liquid,50.00%,Severe,9.00%,Ambient,41.00%,Patience,5.00%
2067,189,,,Marble,10.33%,Octagon Mosaic,0.33%,Scotch Mist,0.33%,Original,10.00%,Bitter,18.00%,Liquid,50.00%,Mild,40.00%,Steamy,30.00%,Humanity,2.00%
2924,190,,,Stone,2.00%,Stacked,0.33%,Beiges,0.33%,Wormhole,10.00%,Bitter,18.00%,Solid,30.00%,Moderate,50.00%,Steamy,30.00%,Elegance,12.00%
1793,191,,,Veneer,0.33%,Poplar,0.33%,Orange,3.67%,Classic,10.00%,Salty,30.00%,Liquid,50.00%,Moderate,50.00%,Toasty,22.00%,Honesty,3.00%
45,192,,,Marble,10.33%,Verde Guatemala,0.33%,Emerald Green,0.33%,Edamame,10.00%,Salty,30.00%,Liquid,50.00%,Mild,40.00%,Toasty,22.00%,Compassion,2.00%
1862,193,,,Terrain,4.00%,Fine Road,0.33%,Light Gray,0.33%,Hourglass,10.00%,Sour,21.00%,Solid,30.00%,Moderate,50.00%,Steamy,30.00%,Fairness,3.00%
2579,194,,,Metal,7.33%,Sand Blasted,0.33%,Aluminum,0.33%,Spool,10.00%,Bitter,18.00%,Plasma,8.00%,Moderate,50.00%,Toasty,22.00%,Fairness,3.00%
776,195,,,Stone,2.00%,Stacked,0.33%,Beiges,0.33%,Carrot,10.00%,Bitter,18.00%,Solid,30.00%,Moderate,50.00%,Steamy,30.00%,Kindness,15.00%
1759,196,,,Terrain,4.00%,Old Road,0.33%,Warm White,0.33%,Wormhole,10.00%,Sour,21.00%,Solid,30.00%,Moderate,50.00%,Ambient,41.00%,Sympathy,3.00%
1006,197,,,Stone,2.00%,Stacked,0.33%,Beiges,0.33%,Spool,10.00%,Bitter,18.00%,Liquid,50.00%,Moderate,50.00%,Toasty,22.00%,Pride,15.00%
590,198,,,Culinary,2.00%,Noodles,0.33%,Buffs,0.33%,Wormhole,10.00%,Salty,30.00%,Solid,30.00%,Mild,40.00%,Toasty,22.00%,Kindness,15.00%
1020,199,,,Mystic,0.33%,Forest,0.33%,Molasses,2.00%,Drillbit,10.00%,Salty,30.00%,Solid,30.00%,Mild,40.00%,Toasty,22.00%,Pride,15.00%
65,200,,,Culinary,2.00%,Noodles,0.33%,Buffs,0.33%,Beacon,10.00%,Sweet,30.00%,Solid,30.00%,Moderate,50.00%,Steamy,30.00%,Elegance,12.00%
828,201,,,Leather,2.00%,Full Grain,0.33%,Maroons,0.33%,Beacon,10.00%,Sweet,30.00%,Solid,30.00%,Moderate,50.00%,Steamy,30.00%,Elegance,12.00%
655,202,,,Cork,2.67%,Natural,0.33%,Rich Tan,0.33%,Edamame,10.00%,Sour,21.00%,Liquid,50.00%,Mild,40.00%,Steamy,30.00%,Patience,5.00%
2240,203,,,Cork,2.67%,Natural,0.33%,Rich Tan,0.33%,Drillbit,10.00%,Sweet,30.00%,Solid,30.00%,Mild,40.00%,Steamy,30.00%,Artistry,5.00%
1527,204,,,Mystic,0.33%,Forest,0.33%,Molasses,2.00%,Wormhole,10.00%,Sweet,30.00%,Solid,30.00%,Mild,40.00%,Ambient,41.00%,Elegance,12.00%
1679,205,,,Paint,4.33%,Abstract,0.33%,Deep Green,0.33%,Wormhole,10.00%,Sour,21.00%,Liquid,50.00%,Moderate,50.00%,Toasty,22.00%,Empathy,3.00%
2684,206,,,Terrain,4.00%,Fine Road,0.33%,Light Gray,0.33%,Drillbit,10.00%,Sour,21.00%,Liquid,50.00%,Severe,9.00%,Boling,5.00%,Kindness,15.00%
2926,207,,,Terrain,4.00%,Fine Road,0.33%,Light Gray,0.33%,Edamame,10.00%,Sweet,30.00%,Liquid,50.00%,Mild,40.00%,Steamy,30.00%,Courage,3.00%
2118,208,,,Flora,4.67%,Creeping Juniper,0.33%,Cyprus Green,0.33%,Beacon,10.00%,Sweet,30.00%,Liquid,50.00%,Mild,40.00%,Boling,5.00%,Love,5.00%
619,209,,,Ocean,0.33%,Beach Coral,0.33%,Rose,3.00%,Spool,10.00%,Sweet,30.00%,Liquid,50.00%,Moderate,50.00%,Steamy,30.00%,Gratitude,4.00%
2615,210,,,Ceramic,7.67%,Bubbles,0.33%,Rose & Tan,0.33%,Drillbit,10.00%,Sweet,30.00%,Condensate,10.00%,Mild,40.00%,Boling,5.00%,Patience,5.00%
1051,211,,,Mystic,0.33%,Forest,0.33%,Molasses,2.00%,Spool,10.00%,Bitter,18.00%,Liquid,50.00%,Moderate,50.00%,Ambient,41.00%,Kindness,15.00%
839,212,,,Culinary,2.00%,Noodles,0.33%,Buffs,0.33%,Blimp,10.00%,Salty,30.00%,Solid,30.00%,Mild,40.00%,Ambient,41.00%,Kindness,15.00%
416,213,,,Paint,4.33%,Abstract,0.33%,Deep Green,0.33%,Drillbit,10.00%,Sweet,30.00%,Solid,30.00%,Moderate,50.00%,Ambient,41.00%,Empathy,3.00%
2248,214,,,Wood,7.67%,Burnt Japanese Wood,0.33%,Black & Tan,0.33%,Edamame,10.00%,Bitter,18.00%,Liquid,50.00%,Severe,9.00%,Ambient,41.00%,Courage,3.00%
1817,215,,,Flora,4.67%,Creeping Juniper,0.33%,Cyprus Green,0.33%,Wormhole,10.00%,Sour,21.00%,Plasma,8.00%,Moderate,50.00%,Boling,5.00%,Kindness,15.00%
11,216,,,Tatami,0.33%,Woven,0.33%,Tan,4.67%,Beacon,10.00%,Bitter,18.00%,Condensate,10.00%,Moderate,50.00%,Steamy,30.00%,Gratitude,4.00%
934,217,,,Flora,4.67%,Creeping Juniper,0.33%,Cyprus Green,0.33%,Original,10.00%,Sweet,30.00%,Solid,30.00%,Mild,40.00%,Steamy,30.00%,Honesty,3.00%
1590,218,,,Concrete,9.00%,Vintage Tiles,0.33%,Bordeaux,0.33%,Wormhole,10.00%,Sour,21.00%,Solid,30.00%,Severe,9.00%,Steamy,30.00%,Honesty,3.00%
1859,219,,,Leather,2.00%,Full Grain,0.33%,Maroons,0.33%,Carrot,10.00%,Salty,30.00%,Liquid,50.00%,Mild,40.00%,Ambient,41.00%,Pride,15.00%
2080,220,,,Ceramic,7.67%,Tiny Tiles,0.33%,Ocean,0.33%,Spool,10.00%,Salty,30.00%,Condensate,10.00%,Mild,40.00%,Toasty,22.00%,Fairness,3.00%
2767,221,,,Ocean,0.33%,Beach Coral,0.33%,Rose,3.00%,Carrot,10.00%,Bitter,18.00%,Liquid,50.00%,Mild,40.00%,Steamy,30.00%,Wisdom,5.00%
1978,222,,,Culinary,2.00%,Pumpkin Seeds,0.33%,Vibrant Yellow,0.33%,Drillbit,10.00%,Salty,30.00%,Liquid,50.00%,Moderate,50.00%,Ambient,41.00%,Pride,15.00%
191,223,,,Culinary,2.00%,Pumpkin Seeds,0.33%,Vibrant Yellow,0.33%,Wormhole,10.00%,Sweet,30.00%,Liquid,50.00%,Moderate,50.00%,Ambient,41.00%,Pride,15.00%
496,224,,,Mystic,0.33%,Forest,0.33%,Molasses,2.00%,Carrot,10.00%,Salty,30.00%,Liquid,50.00%,Moderate,50.00%,Ambient,41.00%,Pride,15.00%
1920,225,,,Culinary,2.00%,Noodles,0.33%,Buffs,0.33%,Edamame,10.00%,Sweet,30.00%,Liquid,50.00%,Moderate,50.00%,Ambient,41.00%,Pride,15.00%
1116,226,,,Paper,3.00%,Folded,0.33%,Tennis Ball,0.33%,Drillbit,10.00%,Bitter,18.00%,Liquid,50.00%,Moderate,50.00%,Steamy,30.00%,Patience,5.00%
2171,227,,,Metal,7.33%,Hot Blued Steel,0.33%,Lapis,0.33%,Edamame,10.00%,Salty,30.00%,Liquid,50.00%,Severe,9.00%,Ambient,41.00%,Empathy,3.00%
637,228,,,Ocean,0.33%,Beach Coral,0.33%,Rose,3.00%,Beacon,10.00%,Salty,30.00%,Liquid,50.00%,Mild,40.00%,Toasty,22.00%,Courtesy,5.00%
1448,229,,,Marble,10.33%,Oceanic,0.33%,Champagne,0.33%,Edamame,10.00%,Bitter,18.00%,Solid,30.00%,Severe,9.00%,Ambient,41.00%,Honesty,3.00%
1999,230,,,Ocean,0.33%,Beach Coral,0.33%,Rose,3.00%,Edamame,10.00%,Sour,21.00%,Liquid,50.00%,Mild,40.00%,Ambient,41.00%,Love,5.00%
2129,231,,,Flora,4.67%,Rocky,0.33%,Green & Brown,0.33%,Hourglass,10.00%,Salty,30.00%,Liquid,50.00%,Severe,9.00%,Boling,5.00%,Kindness,15.00%
1591,232,,,Flora,4.67%,Creeping Fig,0.33%,Cyprus,0.33%,Original,10.00%,Sour,21.00%,Plasma,8.00%,Mild,40.00%,Steamy,30.00%,Patience,5.00%
441,233,,,Fabric,5.00%,Knit,0.33%,Cobalt Blue,0.33%,Drillbit,10.00%,Salty,30.00%,Liquid,50.00%,Mild,40.00%,Steamy,30.00%,Fairness,3.00%
235,234,,,Fabric,5.00%,Plaid,0.33%,Smoke,0.33%,Wormhole,10.00%,Sweet,30.00%,Plasma,8.00%,Moderate,50.00%,Boling,5.00%,Pride,15.00%
622,235,,,Ocean,0.33%,Beach Coral,0.33%,Rose,3.00%,Classic,10.00%,Salty,30.00%,Solid,30.00%,Moderate,50.00%,Ambient,41.00%,Artistry,5.00%
1325,236,,,Paint,4.33%,Abstract,0.33%,Deep Green,0.33%,Classic,10.00%,Sour,21.00%,Liquid,50.00%,Severe,9.00%,Steamy,30.00%,Love,5.00%
2630,237,,,Terrain,4.00%,Old Road,0.33%,Warm White,0.33%,Original,10.00%,Bitter,18.00%,Solid,30.00%,Mild,40.00%,Ambient,41.00%,Gratitude,4.00%
459,238,,,Paper,3.00%,Folded,0.33%,Tennis Ball,0.33%,Original,10.00%,Sweet,30.00%,Liquid,50.00%,Mild,40.00%,Ambient,41.00%,Wisdom,5.00%
877,239,,,Snow,3.33%,Melted,0.33%,Stone,0.33%,Carrot,10.00%,Bitter,18.00%,Liquid,50.00%,Mild,40.00%,Steamy,30.00%,Love,5.00%
2064,240,,,Concrete,9.00%,Stained,0.33%,Dirt,0.33%,Blimp,10.00%,Sweet,30.00%,Condensate,10.00%,Moderate,50.00%,Steamy,30.00%,Fairness,3.00%
2150,241,,,Flora,4.67%,Rocky,0.33%,Green & Brown,0.33%,Carrot,10.00%,Bitter,18.00%,Condensate,10.00%,Mild,40.00%,Steamy,30.00%,Artistry,5.00%
71,242,,,Ocean,0.33%,Beach Coral,0.33%,Rose,3.00%,Drillbit,10.00%,Sour,21.00%,Plasma,8.00%,Mild,40.00%,Ambient,41.00%,Kindness,15.00%
2096,243,,,Terrain,4.00%,Old Road,0.33%,Warm White,0.33%,Classic,10.00%,Sweet,30.00%,Condensate,10.00%,Mild,40.00%,Toasty,22.00%,Charm,6.00%
283,244,,,Snow,3.33%,Melted,0.33%,Stone,0.33%,Blimp,10.00%,Sweet,30.00%,Solid,30.00%,Moderate,50.00%,Steamy,30.00%,Patience,5.00%
2753,245,,,Ceramic,7.67%,Glazed,0.33%,Orange & White,0.33%,Wormhole,10.00%,Sour,21.00%,Solid,30.00%,Moderate,50.00%,Toasty,22.00%,Courage,3.00%
713,246,,,Ceramic,7.67%,Tiny Tiles,0.33%,Ocean,0.33%,Drillbit,10.00%,Bitter,18.00%,Liquid,50.00%,Mild,40.00%,Toasty,22.00%,Fairness,3.00%
2997,247,,,Ceramic,7.67%,Bubbles,0.33%,Rose & Tan,0.33%,Original,10.00%,Salty,30.00%,Plasma,8.00%,Mild,40.00%,Toasty,22.00%,Gratitude,4.00%
989,248,,,Ceramic,7.67%,Bubbles,0.33%,Rose & Tan,0.33%,Wormhole,10.00%,Bitter,18.00%,Liquid,50.00%,Moderate,50.00%,Toasty,22.00%,Fairness,3.00%
2254,249,,,Flora,4.67%,Pine Foliage,0.33%,Vibrant Green,0.33%,Beacon,10.00%,Salty,30.00%,Solid,30.00%,Severe,9.00%,Toasty,22.00%,Charm,6.00%
997,250,,,Paper,3.00%,Folded,0.33%,Tennis Ball,0.33%,Beacon,10.00%,Salty,30.00%,Condensate,10.00%,Mild,40.00%,Toasty,22.00%,Kindness,15.00%
2545,251,,,Flora,4.67%,Creeping Juniper,0.33%,Cyprus Green,0.33%,Edamame,10.00%,Sour,21.00%,Plasma,8.00%,Mild,40.00%,Ambient,41.00%,Charm,6.00%
2357,252,,,Pop Art,0.67%,Inu,0.33%,Mustard,1.33%,Hourglass,10.00%,Umami,1.00%,Condensate,10.00%,Moderate,50.00%,Ambient,41.00%,Artistry,5.00%
638,253,,,Flora,4.67%,Creeping Fig,0.33%,Cyprus,0.33%,Blimp,10.00%,Salty,30.00%,Condensate,10.00%,Moderate,50.00%,Ambient,41.00%,Courtesy,5.00%
172,254,,,Ceramic,7.67%,Zigzag,0.33%,Rose & Orange,0.33%,Original,10.00%,Sour,21.00%,Liquid,50.00%,Mild,40.00%,Steamy,30.00%,Fairness,3.00%
1539,255,,,Metal,7.33%,Hot Blued Steel,0.33%,Lapis,0.33%,Hourglass,10.00%,Salty,30.00%,Solid,30.00%,Moderate,50.00%,Steamy,30.00%,Fairness,3.00%
1385,256,,,Snow,3.33%,Melted,0.33%,Stone,0.33%,Wormhole,10.00%,Sour,21.00%,Condensate,10.00%,Mild,40.00%,Steamy,30.00%,Elegance,12.00%
2414,257,,,Snow,3.33%,Melted,0.33%,Stone,0.33%,Beacon,10.00%,Sour,21.00%,Condensate,10.00%,Mild,40.00%,Toasty,22.00%,Kindness,15.00%
881,258,,,Cork,2.67%,Natural,0.33%,Rich Tan,0.33%,Hourglass,10.00%,Bitter,18.00%,Solid,30.00%,Moderate,50.00%,Steamy,30.00%,Kindness,15.00%
995,259,,,Fabric,5.00%,Plaid,0.33%,Smoke,0.33%,Original,10.00%,Sweet,30.00%,Condensate,10.00%,Mild,40.00%,Ambient,41.00%,Wisdom,5.00%
2115,260,,,Ceramic,7.67%,Zigzag,0.33%,Rose & Orange,0.33%,Hourglass,10.00%,Sweet,30.00%,Liquid,50.00%,Moderate,50.00%,Toasty,22.00%,Empathy,3.00%
1531,261,,,Concrete,9.00%,Vintage Tiles,0.33%,Bordeaux,0.33%,Spool,10.00%,Sweet,30.00%,Solid,30.00%,Mild,40.00%,Toasty,22.00%,Fairness,3.00%
2654,262,,,Concrete,9.00%,Vintage Tiles,0.33%,Bordeaux,0.33%,Blimp,10.00%,Sweet,30.00%,Solid,30.00%,Moderate,50.00%,Toasty,22.00%,Empathy,3.00%
1946,263,,,Flora,4.67%,Pine Foliage,0.33%,Vibrant Green,0.33%,Blimp,10.00%,Salty,30.00%,Liquid,50.00%,Mild,40.00%,Steamy,30.00%,Gratitude,4.00%
2405,264,,,Veneer,0.33%,Poplar,0.33%,Orange,3.67%,Spool,10.00%,Sweet,30.00%,Liquid,50.00%,Moderate,50.00%,Ambient,41.00%,Courtesy,5.00%
2660,265,,,Wood,7.67%,Burnt Japanese Wood,0.33%,Black & Tan,0.33%,Spool,10.00%,Sweet,30.00%,Liquid,50.00%,Moderate,50.00%,Steamy,30.00%,Honesty,3.00%
2648,266,,,Flora,4.67%,Creeping Fig,0.33%,Cyprus,0.33%,Wormhole,10.00%,Bitter,18.00%,Solid,30.00%,Moderate,50.00%,Toasty,22.00%,Wisdom,5.00%
1080,267,,,Flora,4.67%,Rocky,0.33%,Green & Brown,0.33%,Blimp,10.00%,Salty,30.00%,Solid,30.00%,Moderate,50.00%,Boling,5.00%,Kindness,15.00%
1658,268,,,Marble,10.33%,Ziarat White,0.33%,Snow,0.33%,Wormhole,10.00%,Salty,30.00%,Solid,30.00%,Mild,40.00%,Toasty,22.00%,Courage,3.00%
1037,269,,,Snow,3.33%,Melted,0.33%,Stone,0.33%,Classic,10.00%,Bitter,18.00%,Condensate,10.00%,Moderate,50.00%,Ambient,41.00%,Kindness,15.00%
2989,270,,,Cork,2.67%,Natural,0.33%,Rich Tan,0.33%,Blimp,10.00%,Salty,30.00%,Solid,30.00%,Moderate,50.00%,Steamy,30.00%,Pride,15.00%
308,271,,,Wood,7.67%,Mahogany,0.33%,Caramels,0.33%,Carrot,10.00%,Sweet,30.00%,Liquid,50.00%,Moderate,50.00%,Ambient,41.00%,Fairness,3.00%
1057,272,,,Ceramic,7.67%,Artistic,0.33%,Blood Orange & Mustard,0.33%,Beacon,10.00%,Sour,21.00%,Plasma,8.00%,Mild,40.00%,Steamy,30.00%,Wisdom,5.00%
1715,273,,,Veneer,0.33%,Poplar,0.33%,Orange,3.67%,Original,10.00%,Sour,21.00%,Liquid,50.00%,Moderate,50.00%,Steamy,30.00%,Charm,6.00%
1855,274,,,Cork,2.67%,Natural,0.33%,Rich Tan,0.33%,Beacon,10.00%,Salty,30.00%,Solid,30.00%,Mild,40.00%,Ambient,41.00%,Pride,15.00%
2246,275,,,Flora,4.67%,Pine Foliage,0.33%,Vibrant Green,0.33%,Drillbit,10.00%,Bitter,18.00%,Solid,30.00%,Moderate,50.00%,Steamy,30.00%,Courtesy,5.00%
576,276,,,Concrete,9.00%,Stained,0.33%,Dirt,0.33%,Edamame,10.00%,Salty,30.00%,Liquid,50.00%,Mild,40.00%,Steamy,30.00%,Empathy,3.00%
651,277,,,Cork,2.67%,Natural,0.33%,Rich Tan,0.33%,Spool,10.00%,Sweet,30.00%,Liquid,50.00%,Moderate,50.00%,Ambient,41.00%,Elegance,12.00%
476,278,,,Marble,10.33%,Verde Guatemala,0.33%,Emerald Green,0.33%,Blimp,10.00%,Sweet,30.00%,Solid,30.00%,Mild,40.00%,Boling,5.00%,Charm,6.00%
1639,279,,,Ceramic,7.67%,Bubbles,0.33%,Rose & Tan,0.33%,Blimp,10.00%,Salty,30.00%,Plasma,8.00%,Moderate,50.00%,Toasty,22.00%,Courtesy,5.00%
2397,280,,,Concrete,9.00%,Metal Edge,0.33%,Natural,0.33%,Original,10.00%,Sweet,30.00%,Condensate,10.00%,Mild,40.00%,Boling,5.00%,Elegance,12.00%
2835,281,,,Cork,2.67%,Natural,0.33%,Rich Tan,0.33%,Carrot,10.00%,Sweet,30.00%,Solid,30.00%,Moderate,50.00%,Ambient,41.00%,Kindness,15.00%
2693,282,,,Veneer,0.33%,Poplar,0.33%,Orange,3.67%,Wormhole,10.00%,Salty,30.00%,Solid,30.00%,Moderate,50.00%,Ambient,41.00%,Charm,6.00%
